"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
80180201,128,"condition_era any time prior through 0 days relative to index: Osteoarthritis",201,80180,0.00755824051952208,1
80183201,830,"condition_era any time prior through 0 days relative to index: Localized, secondary osteoarthritis of the ankle and/or foot",201,80183,0,0
80189201,260,"condition_era any time prior through 0 days relative to index: Displacement of lumbar intervertebral disc without myelopathy",201,80189,0,0
80242201,292,"condition_era any time prior through 0 days relative to index: Current tear of medial cartilage AND/OR meniscus of knee",201,80242,0,0
80496201,625,"condition_era any time prior through 0 days relative to index: Schmorl's nodes",201,80496,0,0
80497201,556,"condition_era any time prior through 0 days relative to index: Disorder of cervical spine",201,80497,0,0
80502201,379,"condition_era any time prior through 0 days relative to index: Osteoporosis",201,80502,0,0
80509201,540,"condition_era any time prior through 0 days relative to index: Bone cyst",201,80509,0,0
80767201,170,"condition_era any time prior through 0 days relative to index: Breast lump",201,80767,0,0
80802201,326,"condition_era any time prior through 0 days relative to index: Localized, secondary osteoarthritis",201,80802,0,0
80809201,268,"condition_era any time prior through 0 days relative to index: Rheumatoid arthritis",201,80809,0,0
80813201,197,"condition_era any time prior through 0 days relative to index: Lumbosacral spondylosis without myelopathy",201,80813,0,0
80816201,563,"condition_era any time prior through 0 days relative to index: Degeneration of intervertebral disc",201,80816,0,0
80824201,568,"condition_era any time prior through 0 days relative to index: Senile osteoporosis",201,80824,0,0
81112201,243,"condition_era any time prior through 0 days relative to index: Arthralgia of the lower leg",201,81112,0.00591383734836196,1
81151201,649,"condition_era any time prior through 0 days relative to index: Sprain of ankle",201,81151,0,0
81250201,378,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of breast",201,81250,0,0
81378201,1053,"condition_era any time prior through 0 days relative to index: Chondromalacia of patella",201,81378,0,0
81379201,973,"condition_era any time prior through 0 days relative to index: Lateral epicondylitis",201,81379,0,0
81380201,283,"condition_era any time prior through 0 days relative to index: Cervical syndrome",201,81380,0.00513659542844709,1
81390201,538,"condition_era any time prior through 0 days relative to index: Idiopathic osteoporosis",201,81390,0,0
81611201,382,"condition_era any time prior through 0 days relative to index: Diverticular disease of colon",201,81611,0,0
81660201,693,"condition_era any time prior through 0 days relative to index: Cervicocranial syndrome",201,81660,0,0
81665201,429,"condition_era any time prior through 0 days relative to index: Traumatic spondylopathy",201,81665,0,0
81878201,1084,"condition_era any time prior through 0 days relative to index: Benign paroxysmal positional vertigo",201,81878,0,0
81902201,277,"condition_era any time prior through 0 days relative to index: Urinary tract infectious disease",201,81902,0.0212123725475115,1
81942201,465,"condition_era any time prior through 0 days relative to index: Enthesopathy of ankle AND/OR tarsus",201,81942,0,0
132412201,900,"condition_era any time prior through 0 days relative to index: Post-laminectomy syndrome",201,132412,0,0
132583201,867,"condition_era any time prior through 0 days relative to index: Postablative hypothyroidism",201,132583,0,0
132706201,139,"condition_era any time prior through 0 days relative to index: Disorder of nail",201,132706,0,0
132776201,906,"condition_era any time prior through 0 days relative to index: Injury involving multiple body regions",201,132776,0,0
132797201,353,"condition_era any time prior through 0 days relative to index: Sepsis",201,132797,0,0
132862201,1125,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of skin of trunk, excluding scrotum",201,132862,0,0
132932201,689,"condition_era any time prior through 0 days relative to index: Chronic ethmoidal sinusitis",201,132932,0,0
133141201,1059,"condition_era any time prior through 0 days relative to index: Tinea pedis",201,133141,0,0
133154201,1038,"condition_era any time prior through 0 days relative to index: Plasma cell leukemia",201,133154,0,0
133280201,470,"condition_era any time prior through 0 days relative to index: Alopecia",201,133280,0,0
133295201,423,"condition_era any time prior through 0 days relative to index: Inflammatory spondylopathy",201,133295,0,0
133299201,787,"condition_era any time prior through 0 days relative to index: Swelling of limb",201,133299,0.00209945829977699,1
133414201,1176,"condition_era any time prior through 0 days relative to index: Candidiasis of skin and nails",201,133414,0,0
133468201,1102,"condition_era any time prior through 0 days relative to index: Disorder of extremity",201,133468,0,0
133547201,1143,"condition_era any time prior through 0 days relative to index: Pyoderma",201,133547,0,0
133711201,444,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of female breast",201,133711,0,0
133726201,679,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of skin of face",201,133726,0,0
133727201,330,"condition_era any time prior through 0 days relative to index: Thyrotoxicosis without goiter OR other cause",201,133727,0,0
133729201,660,"condition_era any time prior through 0 days relative to index: Hyperparathyroidism",201,133729,0,0
133810201,223,"condition_era any time prior through 0 days relative to index: Hyperparathyroidism due to renal insufficiency",201,133810,0,0
133834201,591,"condition_era any time prior through 0 days relative to index: Atopic dermatitis",201,133834,0.00385883600097457,1
133853201,597,"condition_era any time prior through 0 days relative to index: Osteomyelitis of ankle AND/OR foot",201,133853,0,0
133857201,858,"condition_era any time prior through 0 days relative to index: Acquired deformity of limb",201,133857,0,0
133974201,1065,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of skin",201,133974,0,0
134057201,498,"condition_era any time prior through 0 days relative to index: Disorder of cardiovascular system",201,134057,0.00285672283126208,1
134159201,199,"condition_era any time prior through 0 days relative to index: Precordial pain",201,134159,0,0
134308201,1171,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of skin of lower limb",201,134308,0,0
134315201,922,"condition_era any time prior through 0 days relative to index: Myelophthisis",201,134315,0,0
134452201,674,"condition_era any time prior through 0 days relative to index: Olecranon bursitis",201,134452,0,0
134453201,652,"condition_era any time prior through 0 days relative to index: Bursitis",201,134453,0,0
134461201,1006,"condition_era any time prior through 0 days relative to index: Tietze's disease",201,134461,0,0
134668201,1109,"condition_era any time prior through 0 days relative to index: Chronic maxillary sinusitis",201,134668,0,0
134736201,110,"condition_era any time prior through 0 days relative to index: Backache",201,134736,0.00172669224727876,1
134898201,510,"condition_era any time prior through 0 days relative to index: Non-toxic uninodular goiter",201,134898,0,0
135029201,1172,"condition_era any time prior through 0 days relative to index: Peeling of skin",201,135029,0,0
135033201,798,"condition_era any time prior through 0 days relative to index: Hair and hair follicle diseases",201,135033,0,0
135157201,951,"condition_era any time prior through 0 days relative to index: Finding of cardiovascular device",201,135157,0,0
135214201,567,"condition_era any time prior through 0 days relative to index: Polycythemia vera",201,135214,0,0
135215201,1045,"condition_era any time prior through 0 days relative to index: Hashimoto thyroiditis",201,135215,0,0
135333201,351,"condition_era any time prior through 0 days relative to index: Pressure ulcer",201,135333,0,0
135340201,1077,"condition_era any time prior through 0 days relative to index: Pressure ulcer stage 3",201,135340,0,0
135473201,723,"condition_era any time prior through 0 days relative to index: Dermatophytosis",201,135473,0,0
135489201,764,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of male breast",201,135489,0,0
135772201,661,"condition_era any time prior through 0 days relative to index: Goiter",201,135772,0,0
135777201,129,"condition_era any time prior through 0 days relative to index: Neoplasm of uncertain behavior of skin",201,135777,0.0056284041393445,1
135892201,1094,"condition_era any time prior through 0 days relative to index: Erythematous condition",201,135892,0,0
135893201,998,"condition_era any time prior through 0 days relative to index: Pressure ulcer of heel",201,135893,0,0
136057201,389,"condition_era any time prior through 0 days relative to index: Benign neoplasm of skin of trunk",201,136057,0,0
136184201,1030,"condition_era any time prior through 0 days relative to index: Pruritus of skin",201,136184,0,0
136198201,735,"condition_era any time prior through 0 days relative to index: Cervical spondylosis with myelopathy",201,136198,0,0
136496201,1005,"condition_era any time prior through 0 days relative to index: Cellulitis and abscess of face",201,136496,0,0
136773201,887,"condition_era any time prior through 0 days relative to index: Rosacea",201,136773,0,0
136775201,322,"condition_era any time prior through 0 days relative to index: Contact dermatitis due to solar radiation",201,136775,0,0
136788201,530,"condition_era any time prior through 0 days relative to index: Spinal stenosis of lumbar region",201,136788,0,0
136834201,517,"condition_era any time prior through 0 days relative to index: Closed intertrochanteric fracture",201,136834,0,0
136915201,956,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of skin of lip",201,136915,0,0
136982201,474,"condition_era any time prior through 0 days relative to index: Trichiasis without entropion",201,136982,0,0
137053201,298,"condition_era any time prior through 0 days relative to index: Seborrheic dermatitis",201,137053,0,0
137057201,1152,"condition_era any time prior through 0 days relative to index: Paronychia",201,137057,0,0
137213201,915,"condition_era any time prior through 0 days relative to index: Dermal mycosis",201,137213,0,0
137345201,1131,"condition_era any time prior through 0 days relative to index: Pressure ulcer stage 4",201,137345,0,0
137379201,751,"condition_era any time prior through 0 days relative to index: Musculoskeletal symptom",201,137379,0,0
137497201,408,"condition_era any time prior through 0 days relative to index: Dermatophytosis of the body",201,137497,0,0
137651201,1156,"condition_era any time prior through 0 days relative to index: Aseptic necrosis of medial femoral condyle",201,137651,0,0
137820201,1013,"condition_era any time prior through 0 days relative to index: Postoperative hypothyroidism",201,137820,0,0
137829201,818,"condition_era any time prior through 0 days relative to index: Aplastic anemia",201,137829,0,0
137945201,736,"condition_era any time prior through 0 days relative to index: Pressure ulcer stage 2",201,137945,0,0
137967201,1047,"condition_era any time prior through 0 days relative to index: Muscle, ligament and fascia disorders",201,137967,0,0
137989201,702,"condition_era any time prior through 0 days relative to index: Abnormal results of cardiovascular function studies",201,137989,0,0
138148201,486,"condition_era any time prior through 0 days relative to index: Plantar nerve lesion",201,138148,0,0
138225201,572,"condition_era any time prior through 0 days relative to index: Disorder of sebaceous gland",201,138225,0,0
138239201,790,"condition_era any time prior through 0 days relative to index: Finding of limb structure",201,138239,0,0
138255201,430,"condition_era any time prior through 0 days relative to index: Abnormal cardiovascular function",201,138255,0,0
138379201,96,"condition_era any time prior through 0 days relative to index: Chronic lymphoid leukemia, disease",201,138379,0,0
138384201,118,"condition_era any time prior through 0 days relative to index: Acquired hypothyroidism",201,138384,0.0056983514981634,1
138519201,334,"condition_era any time prior through 0 days relative to index: Spondylosis without myelopathy",201,138519,0,0
138525201,187,"condition_era any time prior through 0 days relative to index: Pain in limb",201,138525,0,0
138545201,901,"condition_era any time prior through 0 days relative to index: Progressive infantile idiopathic scoliosis",201,138545,0,0
138667201,966,"condition_era any time prior through 0 days relative to index: Stoma finding",201,138667,0,0
138717201,868,"condition_era any time prior through 0 days relative to index: Toxic diffuse goiter",201,138717,0,0
138723201,898,"condition_era any time prior through 0 days relative to index: Acquired red cell aplasia",201,138723,0,0
138825201,286,"condition_era any time prior through 0 days relative to index: Actinic keratosis",201,138825,0.00435913571124545,1
138841201,519,"condition_era any time prior through 0 days relative to index: Disorder of sacrum",201,138841,0,0
138845201,778,"condition_era any time prior through 0 days relative to index: Rheumatism",201,138845,0,0
138994201,295,"condition_era any time prior through 0 days relative to index: Myelodysplastic syndrome",201,138994,0,0
138996201,439,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of skin",201,138996,0,0
139099201,153,"condition_era any time prior through 0 days relative to index: Ingrowing nail",201,139099,0,0
139110201,972,"condition_era any time prior through 0 days relative to index: Intervertebral disc disorder of thoracic region with myelopathy",201,139110,0,0
139188201,806,"condition_era any time prior through 0 days relative to index: Open wound of scalp without complication",201,139188,0,0
139900201,964,"condition_era any time prior through 0 days relative to index: Urticaria",201,139900,0.00521716030828309,1
139906201,466,"condition_era any time prior through 0 days relative to index: Intervertebral disc disorder of cervical region with myelopathy",201,139906,0,0
139912201,481,"condition_era any time prior through 0 days relative to index: Spondylosis with myelopathy",201,139912,0,0
140065201,994,"condition_era any time prior through 0 days relative to index: Pure red cell aplasia",201,140065,0,0
140168201,944,"condition_era any time prior through 0 days relative to index: Psoriasis",201,140168,0,0
140190201,246,"condition_era any time prior through 0 days relative to index: Disorder of back",201,140190,0,0
140214201,662,"condition_era any time prior through 0 days relative to index: Eruption",201,140214,0,0
140352201,1026,"condition_era any time prior through 0 days relative to index: Acute myeloid leukemia, disease",201,140352,0,0
140641201,602,"condition_era any time prior through 0 days relative to index: Verruca vulgaris",201,140641,0,0
140648201,123,"condition_era any time prior through 0 days relative to index: Onychomycosis due to dermatophyte",201,140648,0,0
140673201,176,"condition_era any time prior through 0 days relative to index: Hypothyroidism",201,140673,0.00428627884373421,1
140681201,942,"condition_era any time prior through 0 days relative to index: Constitutional aplastic anemia",201,140681,0,0
140821201,391,"condition_era any time prior through 0 days relative to index: Spasm",201,140821,0,0
140966201,664,"condition_era any time prior through 0 days relative to index: Benign neoplasm of skin of face",201,140966,0,0
140976201,1048,"condition_era any time prior through 0 days relative to index: Toxic uninodular goiter",201,140976,0,0
141104201,108,"condition_era any time prior through 0 days relative to index: Intervertebral disc disorder of lumbar region with myelopathy",201,141104,0,0
141253201,667,"condition_era any time prior through 0 days relative to index: Disorder of thyroid gland",201,141253,0,0
141663201,1117,"condition_era any time prior through 0 days relative to index: Osteomyelitis",201,141663,0,0
141673201,1014,"condition_era any time prior through 0 days relative to index: Aseptic necrosis of head of humerus",201,141673,0,0
141932201,217,"condition_era any time prior through 0 days relative to index: Senile hyperkeratosis",201,141932,0,0
141941201,225,"condition_era any time prior through 0 days relative to index: Cervical spondylosis without myelopathy",201,141941,0,0
142026201,695,"condition_era any time prior through 0 days relative to index: Disorder of cardiovascular prostheses and implants",201,142026,0.00561055288570702,1
192242201,1092,"condition_era any time prior through 0 days relative to index: Acute hepatitis C",201,192242,0,0
192279201,584,"condition_era any time prior through 0 days relative to index: Diabetic renal disease",201,192279,0,0
192353201,860,"condition_era any time prior through 0 days relative to index: Disorder of gallbladder",201,192353,0,0
192357201,934,"condition_era any time prior through 0 days relative to index: Paralytic ileus",201,192357,0,0
192450201,328,"condition_era any time prior through 0 days relative to index: Retention of urine",201,192450,0.0053581823106343,1
192606201,1118,"condition_era any time prior through 0 days relative to index: Paraplegia",201,192606,0,0
192667201,610,"condition_era any time prior through 0 days relative to index: Atrophic gastritis",201,192667,0,0
192673201,109,"condition_era any time prior through 0 days relative to index: Vascular insufficiency of intestine",201,192673,0,0
192731201,645,"condition_era any time prior through 0 days relative to index: Digestive symptom",201,192731,0,0
192956201,800,"condition_era any time prior through 0 days relative to index: Cholecystitis",201,192956,0,0
193016201,1112,"condition_era any time prior through 0 days relative to index: Cystic disease of kidney",201,193016,0,0
193020201,397,"condition_era any time prior through 0 days relative to index: Incomplete emptying of bladder",201,193020,0,0
193155201,320,"condition_era any time prior through 0 days relative to index: Carcinoid tumor of large intestine",201,193155,0,0
193239201,150,"condition_era any time prior through 0 days relative to index: Diverticulitis of small intestine",201,193239,0.00421224091917768,1
193250201,503,"condition_era any time prior through 0 days relative to index: Gastric hemorrhage",201,193250,0,0
193252201,677,"condition_era any time prior through 0 days relative to index: Diverticulosis of small intestine",201,193252,0,0
193253201,573,"condition_era any time prior through 0 days relative to index: Nephritis",201,193253,0,0
193322201,415,"condition_era any time prior through 0 days relative to index: Right lower quadrant pain",201,193322,0,0
193326201,716,"condition_era any time prior through 0 days relative to index: Urge incontinence of urine",201,193326,0,0
193493201,368,"condition_era any time prior through 0 days relative to index: Benign hypertensive renal disease",201,193493,0,0
193518201,614,"condition_era any time prior through 0 days relative to index: Intestinal obstruction",201,193518,0.00451751998718,1
193519201,875,"condition_era any time prior through 0 days relative to index: Impaired renal function disorder",201,193519,0,0
193520201,815,"condition_era any time prior through 0 days relative to index: Urinary bladder stone",201,193520,0,0
193666201,883,"condition_era any time prior through 0 days relative to index: Injury of hip region",201,193666,0,0
193688201,194,"condition_era any time prior through 0 days relative to index: Clostridium difficile infection",201,193688,0.00225728357557055,1
