"covariateId","columnId","covariateName","analysisId","conceptId","covariateValue","included"
23806201,25,"condition_era any time prior through 0 days relative to index: Atrophy of salivary gland",201,23806,0,0
23808201,26,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer without hemorrhage, without perforation AND without obstruction",201,23808,0,0
23865201,27,"condition_era any time prior through 0 days relative to index: Congenital anomaly of pharynx",201,23865,0,0
23868201,28,"condition_era any time prior through 0 days relative to index: Congenital anomaly of esophagus",201,23868,0,0
23988201,29,"condition_era any time prior through 0 days relative to index: Hemolytic anemia due to glutathione metabolism disorder",201,23988,0,0
24076201,30,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer with hemorrhage AND obstruction",201,24076,0,0
24198201,31,"condition_era any time prior through 0 days relative to index: Contusion of esophagus",201,24198,0,0
24397201,32,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer with hemorrhage, with perforation AND with obstruction",201,24397,0,0
24602201,33,"condition_era any time prior through 0 days relative to index: Benign neoplasm of esophagus",201,24602,0,0
24609201,34,"condition_era any time prior through 0 days relative to index: Hypoglycemia",201,24609,0,0
24612201,35,"condition_era any time prior through 0 days relative to index: Multiple endocrine neoplasia, type 2",201,24612,0,0
24884201,36,"condition_era any time prior through 0 days relative to index: Benign neoplasm of carotid body",201,24884,0,0
24897201,37,"condition_era any time prior through 0 days relative to index: Carcinoma in situ of larynx",201,24897,0,0
24909201,38,"condition_era any time prior through 0 days relative to index: Hereditary spherocytosis",201,24909,0,0
24970201,39,"condition_era any time prior through 0 days relative to index: Chronic laryngitis",201,24970,0,0
24973201,40,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer without hemorrhage AND without perforation but with obstruction",201,24973,0,0
24974201,41,"condition_era any time prior through 0 days relative to index: Stenosis of larynx",201,24974,0,0
24977201,42,"condition_era any time prior through 0 days relative to index: Mucocele of salivary gland",201,24977,0,0
24978201,43,"condition_era any time prior through 0 days relative to index: Chronic adenotonsillitis",201,24978,0,0
25068201,44,"condition_era any time prior through 0 days relative to index: Branchial cleft sinus and fistula",201,25068,0,0
25189201,45,"condition_era any time prior through 0 days relative to index: Malignant tumor of oral cavity",201,25189,0,0
25211201,46,"condition_era any time prior through 0 days relative to index: Iatrogenic pituitary disorder",201,25211,0,0
25518201,47,"condition_era any time prior through 0 days relative to index: Sickle cell trait",201,25518,0,0
25568201,48,"condition_era any time prior through 0 days relative to index: Dental restoration failure of marginal integrity",201,25568,0,0
25572201,49,"condition_era any time prior through 0 days relative to index: Disorder of salivary gland",201,25572,0,0
25582201,50,"condition_era any time prior through 0 days relative to index: Tracheoesophageal fistula",201,25582,0,0
25698201,51,"condition_era any time prior through 0 days relative to index: Complication of transplanted pancreas",201,25698,0,0
25748201,52,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of esophagus",201,25748,0,0
25780201,53,"condition_era any time prior through 0 days relative to index: Pituitary dwarfism",201,25780,0,0
25844201,54,"condition_era any time prior through 0 days relative to index: Ulcer of esophagus",201,25844,0,0
25965201,55,"condition_era any time prior through 0 days relative to index: Open wound of larynx without complication",201,25965,0,0
26052201,56,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of larynx",201,26052,0,0
26069201,57,"condition_era any time prior through 0 days relative to index: Postablative testicular hypofunction",201,26069,0,0
26213201,58,"condition_era any time prior through 0 days relative to index: Congenital salivary gland fistula",201,26213,0,0
26361201,59,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of pineal gland",201,26361,0,0
26378201,60,"condition_era any time prior through 0 days relative to index: Hyperpituitarism",201,26378,0,0
26441201,61,"condition_era any time prior through 0 days relative to index: Bleeding ulcer of esophagus",201,26441,0,0
26459201,62,"condition_era any time prior through 0 days relative to index: Acute esophagitis",201,26459,0,0
26514201,63,"condition_era any time prior through 0 days relative to index: Laryngeal web",201,26514,0,0
26662201,64,"condition_era any time prior through 0 days relative to index: Testicular hypofunction",201,26662,0,0
26711201,65,"condition_era any time prior through 0 days relative to index: Chronic pharyngitis",201,26711,0,0
26718201,66,"condition_era any time prior through 0 days relative to index: Acute peptic ulcer with perforation AND obstruction",201,26718,0,0
26719201,67,"condition_era any time prior through 0 days relative to index: Chronic laryngotracheitis",201,26719,0,0
26727201,68,"condition_era any time prior through 0 days relative to index: Hematemesis",201,26727,0,0
26823201,69,"condition_era any time prior through 0 days relative to index: Oral phase dysphagia",201,26823,0,0
26935201,70,"condition_era any time prior through 0 days relative to index: Disorder of endocrine testis",201,26935,0,0
26942201,71,"condition_era any time prior through 0 days relative to index: Hemoglobin SS disease with crisis",201,26942,0,0
27017201,72,"condition_era any time prior through 0 days relative to index: Defective dental restoration",201,27017,0,0
27026201,73,"condition_era any time prior through 0 days relative to index: Acute peptic ulcer with hemorrhage AND with perforation but without obstruction",201,27026,0,0
27137201,74,"condition_era any time prior through 0 days relative to index: Open wound in mouth with complication",201,27137,0,0
27314201,75,"condition_era any time prior through 0 days relative to index: Appearance of dental filling - finding",201,27314,0,0
27411201,76,"condition_era any time prior through 0 days relative to index: Open wound of multiple sites of mouth with complication",201,27411,0,0
27419201,77,"condition_era any time prior through 0 days relative to index: Open wound of neck without complication",201,27419,0,0
27438201,78,"condition_era any time prior through 0 days relative to index: Burn of esophagus",201,27438,0,0
27526201,79,"condition_era any time prior through 0 days relative to index: Nezelof's syndrome",201,27526,0,0
27587201,80,"condition_era any time prior through 0 days relative to index: Disturbance of salivary secretion",201,27587,0,0
27674201,81,"condition_era any time prior through 0 days relative to index: Nausea and vomiting",201,27674,0,0
27826201,82,"condition_era any time prior through 0 days relative to index: Combination of endocrine dysfunction",201,27826,0,0
27918201,83,"condition_era any time prior through 0 days relative to index: Eosinophilic esophagitis",201,27918,0,0
28060201,84,"condition_era any time prior through 0 days relative to index: Streptococcal sore throat",201,28060,0,0
28083201,85,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of pharynx",201,28083,0,0
28115201,86,"condition_era any time prior through 0 days relative to index: Benign neoplasm of pineal gland",201,28115,0,0
28127201,87,"condition_era any time prior through 0 days relative to index: Multiple endocrine neoplasia, type 1",201,28127,0,0
28179201,88,"condition_era any time prior through 0 days relative to index: Polyp of vocal cord or larynx",201,28179,0,0
28281201,89,"condition_era any time prior through 0 days relative to index: Open wound of larynx with trachea without complication",201,28281,0,0
28356201,90,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of major salivary gland",201,28356,0,0
28385201,91,"condition_era any time prior through 0 days relative to index: Disorder of posterior pituitary",201,28385,0,0
28396201,92,"condition_era any time prior through 0 days relative to index: Hereditary hemolytic anemia",201,28396,0,0
28403201,93,"condition_era any time prior through 0 days relative to index: Gigantism and acromegaly",201,28403,0,0
28457201,94,"condition_era any time prior through 0 days relative to index: Hypertrophy of tonsils",201,28457,0,0
28461201,95,"condition_era any time prior through 0 days relative to index: Hypertrophy of salivary gland",201,28461,0,0
28462201,96,"condition_era any time prior through 0 days relative to index: Fistula of salivary gland",201,28462,0,0
28714201,97,"condition_era any time prior through 0 days relative to index: Syndrome of diencephalo-hypophyseal origin",201,28714,0,0
28716201,98,"condition_era any time prior through 0 days relative to index: Benign neoplasm of aortic body",201,28716,0,0
28779201,99,"condition_era any time prior through 0 days relative to index: Bleeding esophageal varices",201,28779,0,0
28974201,100,"condition_era any time prior through 0 days relative to index: Candidiasis of the esophagus",201,28974,0,0
29056201,101,"condition_era any time prior through 0 days relative to index: Sialoadenitis",201,29056,0,0
29735201,102,"condition_era any time prior through 0 days relative to index: Candidiasis of mouth",201,29735,0,0
29979201,103,"condition_era any time prior through 0 days relative to index: Crushing injury of neck",201,29979,0,0
30061201,104,"condition_era any time prior through 0 days relative to index: Neoplasm of uncertain behavior of major salivary gland",201,30061,0,0
30133201,105,"condition_era any time prior through 0 days relative to index: Acute laryngitis",201,30133,0,0
30234201,106,"condition_era any time prior through 0 days relative to index: Neck sprain",201,30234,0,0
30361201,107,"condition_era any time prior through 0 days relative to index: Hypoglycemic disorder",201,30361,0,0
30365201,108,"condition_era any time prior through 0 days relative to index: Panhypopituitarism",201,30365,0,0
30437201,109,"condition_era any time prior through 0 days relative to index: Gastro-esophageal reflux disease with esophagitis",201,30437,0,0
30439201,110,"condition_era any time prior through 0 days relative to index: Acute peptic ulcer with perforation but without obstruction",201,30439,0,0
30441201,111,"condition_era any time prior through 0 days relative to index: Sialolithiasis",201,30441,0,0
30442201,112,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer with perforation AND obstruction",201,30442,0,0
30515201,113,"condition_era any time prior through 0 days relative to index: Congenital stenosis of esophagus",201,30515,0,0
30678201,114,"condition_era any time prior through 0 days relative to index: Polyglandular activity in multiple endocrine adenomatosis",201,30678,0,0
30683201,115,"condition_era any time prior through 0 days relative to index: Hemoglobin SS disease without crisis",201,30683,0,0
30753201,116,"condition_era any time prior through 0 days relative to index: Esophagitis",201,30753,0,0
30770201,117,"condition_era any time prior through 0 days relative to index: Chronic peptic ulcer with hemorrhage but without obstruction",201,30770,0,0
30968201,118,"condition_era any time prior through 0 days relative to index: Diabetes insipidus",201,30968,0,0
30969201,119,"condition_era any time prior through 0 days relative to index: Testicular hyperfunction",201,30969,0,0
30978201,120,"condition_era any time prior through 0 days relative to index: Thalassemia",201,30978,0,0
31057201,121,"condition_era any time prior through 0 days relative to index: Disorder of pharynx",201,31057,0,0
31317201,122,"condition_era any time prior through 0 days relative to index: Dysphagia",201,31317,0.00304991493682428,1
31335201,123,"condition_era any time prior through 0 days relative to index: Acute peptic ulcer with hemorrhage but without obstruction",201,31335,0,0
31339201,124,"condition_era any time prior through 0 days relative to index: Dental restoration esthetically inadequate or displeasing",201,31339,0,0
31509201,125,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of tonsil",201,31509,0,0
31598201,126,"condition_era any time prior through 0 days relative to index: Hypertrophy of tonsils AND adenoids",201,31598,0,0
31601201,127,"condition_era any time prior through 0 days relative to index: Acute laryngotracheitis with obstruction",201,31601,0,0
31602201,128,"condition_era any time prior through 0 days relative to index: Disorder of the larynx",201,31602,0,0
31609201,129,"condition_era any time prior through 0 days relative to index: Abscess of salivary gland",201,31609,0,0
31610201,130,"condition_era any time prior through 0 days relative to index: Disorder of esophagus",201,31610,0,0
31668201,131,"condition_era any time prior through 0 days relative to index: Acquired deformity of neck",201,31668,0,0
31720201,132,"condition_era any time prior through 0 days relative to index: Open wound of pharynx with complication",201,31720,0,0
31821201,133,"condition_era any time prior through 0 days relative to index: Disorder of endocrine system",201,31821,0,0
31884201,134,"condition_era any time prior through 0 days relative to index: Acquired diverticulum of esophagus",201,31884,0,0
31967201,135,"condition_era any time prior through 0 days relative to index: Nausea",201,31967,0.00204258202702374,1
72266201,136,"condition_era any time prior through 0 days relative to index: Secondary malignant neoplasm of pleura",201,72266,0,0
72332201,137,"condition_era any time prior through 0 days relative to index: Serous labyrinthitis",201,72332,0,0
72377201,138,"condition_era any time prior through 0 days relative to index: Shoulder girdle dystocia",201,72377,0,0
72398201,139,"condition_era any time prior through 0 days relative to index: Arthropathy in Behcet's syndrome",201,72398,0,0
72399201,140,"condition_era any time prior through 0 days relative to index: Arthropathy in Behcet's syndrome of multiple sites",201,72399,0,0
72400201,141,"condition_era any time prior through 0 days relative to index: Arthropathy of the pelvic region and thigh associated with helminthiasis",201,72400,0,0
72401201,142,"condition_era any time prior through 0 days relative to index: Kashin-Bek disease",201,72401,0,0
72403201,143,"condition_era any time prior through 0 days relative to index: Hemarthrosis of the ankle and/or foot",201,72403,0,0
72404201,144,"condition_era any time prior through 0 days relative to index: Joint stiffness",201,72404,0,0
72405201,145,"condition_era any time prior through 0 days relative to index: Degenerative joint disease of shoulder region",201,72405,0,0
72407201,146,"condition_era any time prior through 0 days relative to index: Effusion of joint of shoulder region",201,72407,0,0
72410201,147,"condition_era any time prior through 0 days relative to index: Infection of bone",201,72410,0,0
72413201,148,"condition_era any time prior through 0 days relative to index: Nontraumatic rupture of muscle",201,72413,0,0
72415201,149,"condition_era any time prior through 0 days relative to index: Synovial plica",201,72415,0,0
72418201,150,"condition_era any time prior through 0 days relative to index: Scoliosis deformity of spine",201,72418,0,0
72421201,151,"condition_era any time prior through 0 days relative to index: Solitary bone cyst",201,72421,0,0
72457201,152,"condition_era any time prior through 0 days relative to index: Closed fracture of sacrum AND/OR coccyx without spinal cord injury",201,72457,0,0
72459201,153,"condition_era any time prior through 0 days relative to index: Closed fracture of two ribs",201,72459,0,0
72460201,154,"condition_era any time prior through 0 days relative to index: Open fracture of seven ribs",201,72460,0,0
72465201,155,"condition_era any time prior through 0 days relative to index: Closed fracture of one or more phalanges of hand",201,72465,0,0
72469201,156,"condition_era any time prior through 0 days relative to index: Closed traumatic dislocation of joint of shoulder region",201,72469,0,0
72481201,157,"condition_era any time prior through 0 days relative to index: Open wound of wrist with complication",201,72481,0,0
72566201,158,"condition_era any time prior through 0 days relative to index: Primary malignant neoplasm of pelvic bones, sacrum and coccyx",201,72566,0,0
72578201,159,"condition_era any time prior through 0 days relative to index: Neoplasm of uncertain behavior of breast",201,72578,0,0
72618201,160,"condition_era any time prior through 0 days relative to index: Disorder of skeletal muscle",201,72618,0,0
72693201,161,"condition_era any time prior through 0 days relative to index: Poor fetal growth affecting management",201,72693,0,0
72705201,162,"condition_era any time prior through 0 days relative to index: Pauciarticular juvenile rheumatoid arthritis",201,72705,0,0
72708201,163,"condition_era any time prior through 0 days relative to index: Traumatic arthropathy of the shoulder region",201,72708,0,0
72709201,164,"condition_era any time prior through 0 days relative to index: Crystal arthropathy of multiple sites",201,72709,0,0
72711201,165,"condition_era any time prior through 0 days relative to index: Shoulder stiff",201,72711,0,0
72712201,166,"condition_era any time prior through 0 days relative to index: Synovial cyst",201,72712,0,0
72714201,167,"condition_era any time prior through 0 days relative to index: Chronic polyarticular juvenile rheumatoid arthritis",201,72714,0,0
72715201,168,"condition_era any time prior through 0 days relative to index: Exostosis",201,72715,0,0
72717201,169,"condition_era any time prior through 0 days relative to index: Postoperative heterotopic calcification",201,72717,0,0
72737201,170,"condition_era any time prior through 0 days relative to index: Microcalcifications of the breast",201,72737,0,0
72745201,171,"condition_era any time prior through 0 days relative to index: Open dislocation of elbow",201,72745,0,0
72748201,172,"condition_era any time prior through 0 days relative to index: Strain of rotator cuff capsule",201,72748,0,0
72757201,173,"condition_era any time prior through 0 days relative to index: Open wound of shoulder region with complication",201,72757,0,0
72786201,174,"condition_era any time prior through 0 days relative to index: Burn of single finger, not thumb",201,72786,0,0
72857201,175,"condition_era any time prior through 0 days relative to index: Late effect of rickets",201,72857,0,0
72926201,176,"condition_era any time prior through 0 days relative to index: Labyrinthine fistula",201,72926,0,0
72970201,177,"condition_era any time prior through 0 days relative to index: Mixed feto-pelvic disproportion - delivered",201,72970,0,0
72984201,178,"condition_era any time prior through 0 days relative to index: Post-dysenteric reactive arthropathy of the shoulder region",201,72984,0,0
72985201,179,"condition_era any time prior through 0 days relative to index: Arthropathy of the ankle and/or foot associated with helminthiasis",201,72985,0,0
72988201,180,"condition_era any time prior through 0 days relative to index: Pyogenic arthritis of hand",201,72988,0,0
72989201,181,"condition_era any time prior through 0 days relative to index: Arthropathy associated with mycoses, of the ankle and/or foot",201,72989,0,0
72990201,182,"condition_era any time prior through 0 days relative to index: Localized osteoarthrosis uncertain if primary OR secondary",201,72990,0.00223052456825378,1
72991201,183,"condition_era any time prior through 0 days relative to index: Traumatic arthropathy of multiple sites",201,72991,0,0
72992201,184,"condition_era any time prior through 0 days relative to index: Allergic arthritis",201,72992,0,0
72993201,185,"condition_era any time prior through 0 days relative to index: Localized, primary osteoarthritis",201,72993,0,0
72994201,186,"condition_era any time prior through 0 days relative to index: Jaccoud's syndrome",201,72994,0,0
72995201,187,"condition_era any time prior through 0 days relative to index: Contracture of joint of hand",201,72995,0,0
72997201,188,"condition_era any time prior through 0 days relative to index: Articular cartilage disorder of upper arm",201,72997,0,0
73008201,189,"condition_era any time prior through 0 days relative to index: Enthesopathy",201,73008,0,0
73012201,190,"condition_era any time prior through 0 days relative to index: Lordosis deformity of spine",201,73012,0,0
73017201,191,"condition_era any time prior through 0 days relative to index: Congenital anomaly of toe",201,73017,0,0
73021201,192,"condition_era any time prior through 0 days relative to index: Bilateral congenital dislocation of hip",201,73021,0,0
73036201,193,"condition_era any time prior through 0 days relative to index: Closed fracture of olecranon process of ulna",201,73036,0,0
73041201,194,"condition_era any time prior through 0 days relative to index: Closed fracture of five ribs",201,73041,0,0
73045201,195,"condition_era any time prior through 0 days relative to index: Sprain of hand",201,73045,0,0
73068201,196,"condition_era any time prior through 0 days relative to index: Superficial foreign body of finger without major open wound but with infection",201,73068,0,0
73072201,197,"condition_era any time prior through 0 days relative to index: Crushing injury of upper arm",201,73072,0,0
73089201,198,"condition_era any time prior through 0 days relative to index: Contusion of buttock",201,73089,0,0
73090201,199,"condition_era any time prior through 0 days relative to index: Contusion of foot",201,73090,0,0
73091201,200,"condition_era any time prior through 0 days relative to index: Deep third degree burn of breast",201,73091,0,0
73153201,201,"condition_era any time prior through 0 days relative to index: Malignant neoplasm of lateral wall of urinary bladder",201,73153,0,0
73183201,202,"condition_era any time prior through 0 days relative to index: Myotonic disorder",201,73183,0,0
73214201,203,"condition_era any time prior through 0 days relative to index: Bilateral hyperactive labyrinth",201,73214,0,0
73231201,204,"condition_era any time prior through 0 days relative to index: Arthralgia of temporomandibular joint",201,73231,0,0
73241201,205,"condition_era any time prior through 0 days relative to index: Anal and rectal polyp",201,73241,0,0
73265201,206,"condition_era any time prior through 0 days relative to index: Deep transverse arrest with antenatal problem",201,73265,0,0
73282201,207,"condition_era any time prior through 0 days relative to index: Breast engorgement in pregnancy, the puerperium or lactation with antenatal complication",201,73282,0,0
73287201,208,"condition_era any time prior through 0 days relative to index: Crystal arthropathy of ankle AND/OR foot",201,73287,0,0
73289201,209,"condition_era any time prior through 0 days relative to index: Pathological dislocation of multiple joints",201,73289,0,0
73290201,210,"condition_era any time prior through 0 days relative to index: Contracture of joint",201,73290,0,0
73291201,211,"condition_era any time prior through 0 days relative to index: Palindromic rheumatism of the ankle and/or foot",201,73291,0,0
73297201,212,"condition_era any time prior through 0 days relative to index: Resolving infantile idiopathic scoliosis",201,73297,0,0
73300201,213,"condition_era any time prior through 0 days relative to index: Radial styloid tenosynovitis",201,73300,0,0
73301201,214,"condition_era any time prior through 0 days relative to index: Synovitis/tenosynovitis - wrist",201,73301,0,0
73302201,215,"condition_era any time prior through 0 days relative to index: Curvature of spine",201,73302,0,0
73307201,216,"condition_era any time prior through 0 days relative to index: Transverse deficiency of lower limb",201,73307,0,0
73318201,217,"condition_era any time prior through 0 days relative to index: Polydactyly of fingers",201,73318,0,0
73334201,218,"condition_era any time prior through 0 days relative to index: Closed posterior dislocation of elbow",201,73334,0,0
73335201,219,"condition_era any time prior through 0 days relative to index: Closed posterior dislocation of proximal end of tibia",201,73335,0,0
73336201,220,"condition_era any time prior through 0 days relative to index: Closed traumatic dislocation ankle joint",201,73336,0,0
73341201,221,"condition_era any time prior through 0 days relative to index: Closed fracture of head of radius",201,73341,0,0
73343201,222,"condition_era any time prior through 0 days relative to index: Closed posterior dislocation of hip",201,73343,0,0
73366201,223,"condition_era any time prior through 0 days relative to index: Crushing injury of lower leg",201,73366,0,0
73372201,224,"condition_era any time prior through 0 days relative to index: Burn of breast",201,73372,0,0
73383201,225,"condition_era any time prior through 0 days relative to index: Third degree burn of foot",201,73383,0,0
73395201,226,"condition_era any time prior through 0 days relative to index: Complication of reattached foot AND/OR toe",201,73395,0,0
73550201,227,"condition_era any time prior through 0 days relative to index: Crystal arthropathy of elbow",201,73550,0,0
73553201,228,"condition_era any time prior through 0 days relative to index: Arthropathy",201,73553,0,0
73554201,229,"condition_era any time prior through 0 days relative to index: Kashin-Beck disease of the pelvic region and thigh",201,73554,0,0
73555201,230,"condition_era any time prior through 0 days relative to index: Transient arthropathy of the pelvic region and thigh",201,73555,0,0
73557201,231,"condition_era any time prior through 0 days relative to index: Allergic arthritis of the pelvic region and thigh",201,73557,0,0
73560201,232,"condition_era any time prior through 0 days relative to index: Calcaneal spur",201,73560,0,0
73561201,233,"condition_era any time prior through 0 days relative to index: Loose body in joint of shoulder region",201,73561,0,0
73562201,234,"condition_era any time prior through 0 days relative to index: Solitary sacroiliitis",201,73562,0,0
73564201,235,"condition_era any time prior through 0 days relative to index: Full thickness rotator cuff tear",201,73564,0,0
73568201,236,"condition_era any time prior through 0 days relative to index: Palindromic rheumatism of the shoulder region",201,73568,0,0
73571201,237,"condition_era any time prior through 0 days relative to index: Pathological fracture",201,73571,0,0
73574201,238,"condition_era any time prior through 0 days relative to index: Nonunion of fracture",201,73574,0,0
73575201,239,"condition_era any time prior through 0 days relative to index: Deformity of toe",201,73575,0,0
73576201,240,"condition_era any time prior through 0 days relative to index: Acquired chest and rib deformity",201,73576,0,0
73580201,241,"condition_era any time prior through 0 days relative to index: Reduction deformity of lower limb",201,73580,0,0
73584201,242,"condition_era any time prior through 0 days relative to index: Indeterminate sex and pseudohermaphroditism",201,73584,0,0
73609201,243,"condition_era any time prior through 0 days relative to index: Open fracture of clavicle",201,73609,0,0
73614201,244,"condition_era any time prior through 0 days relative to index: Closed fracture of seven ribs",201,73614,0,0
73616201,245,"condition_era any time prior through 0 days relative to index: Open fracture of lunate bone of wrist",201,73616,0,0
73673201,246,"condition_era any time prior through 0 days relative to index: Disorder of prosthetic joint",201,73673,0,0
73712201,247,"condition_era any time prior through 0 days relative to index: Malignant tumor of vault of bladder",201,73712,0,0
73720201,248,"condition_era any time prior through 0 days relative to index: Overlapping malignant neoplasm of urinary system",201,73720,0,0
73723201,249,"condition_era any time prior through 0 days relative to index: Benign neoplasm of epididymis",201,73723,0,0
73754201,250,"condition_era any time prior through 0 days relative to index: Restless legs",201,73754,0,0
73781201,251,"condition_era any time prior through 0 days relative to index: Bilateral loss of labyrinthine reactivity",201,73781,0,0
73801201,252,"condition_era any time prior through 0 days relative to index: Scrotal varices",201,73801,0,0
73819201,253,"condition_era any time prior through 0 days relative to index: Pain of breast",201,73819,0,0
73824201,254,"condition_era any time prior through 0 days relative to index: Outlet pelvic contraction - delivered",201,73824,0,0
73838201,255,"condition_era any time prior through 0 days relative to index: Pyogenic arthritis of multiple sites",201,73838,0,0
73840201,256,"condition_era any time prior through 0 days relative to index: Localized, primary osteoarthritis of the shoulder region",201,73840,0,0
73841201,257,"condition_era any time prior through 0 days relative to index: Multiple stiff joints",201,73841,0,0
73842201,258,"condition_era any time prior through 0 days relative to index: Enthesopathy of elbow region",201,73842,0.0155072256024867,1
73843201,259,"condition_era any time prior through 0 days relative to index: Synovial cyst of popliteal space",201,73843,0,0
73845201,260,"condition_era any time prior through 0 days relative to index: Joint ankylosis of the shoulder region",201,73845,0,0
73847201,261,"condition_era any time prior through 0 days relative to index: Finding of elbow joint",201,73847,0,0
73849201,262,"condition_era any time prior through 0 days relative to index: Acquired lordosis",201,73849,0,0
73851201,263,"condition_era any time prior through 0 days relative to index: Effusion of joint of multiple sites",201,73851,0,0
73854201,264,"condition_era any time prior through 0 days relative to index: Progressive myositis ossificans",201,73854,0,0
73855201,265,"condition_era any time prior through 0 days relative to index: Arrest of bone development AND/OR growth",201,73855,0,0
73866201,266,"condition_era any time prior through 0 days relative to index: Congenital anomaly of breast",201,73866,0,0
73872201,267,"condition_era any time prior through 0 days relative to index: Congenital deformity of knee joint",201,73872,0,0
73884201,268,"condition_era any time prior through 0 days relative to index: Closed fracture of three ribs",201,73884,0,0
73888201,269,"condition_era any time prior through 0 days relative to index: Open fracture of navicular bone of foot",201,73888,0,0
73889201,270,"condition_era any time prior through 0 days relative to index: Sprain of distal tibiofibular ligament",201,73889,0,0
73904201,271,"condition_era any time prior through 0 days relative to index: Open wound of buttock, uncomplicated",201,73904,0,0
73906201,272,"condition_era any time prior through 0 days relative to index: Open wound of wrist with tendon involvement",201,73906,0,0
73923201,273,"condition_era any time prior through 0 days relative to index: Contusion of upper arm",201,73923,0,0
73925201,274,"condition_era any time prior through 0 days relative to index: Burn of upper limb",201,73925,0,0
74045801,275,"observation any time prior through 0 days relative to index: Unilateral loss of labyrinthine reactivity",801,74045,0,0
74052201,276,"condition_era any time prior through 0 days relative to index: Labyrinthitis",201,74052,0,0
74080201,277,"condition_era any time prior through 0 days relative to index: Orthostatic proteinuria",201,74080,0,0
74082201,278,"condition_era any time prior through 0 days relative to index: Acontractile detrusor",201,74082,0,0
74114201,279,"condition_era any time prior through 0 days relative to index: Cellulitis and abscess of foot excluding toe",201,74114,0,0
74120201,280,"condition_era any time prior through 0 days relative to index: Arthropathy of the shoulder region associated with helminthiasis",201,74120,0,0
74124201,281,"condition_era any time prior through 0 days relative to index: Traumatic arthropathy",201,74124,0,0
74125201,282,"condition_era any time prior through 0 days relative to index: Inflammatory polyarthropathy",201,74125,0.00837768373514474,1
74126201,283,"condition_era any time prior through 0 days relative to index: Protrusio acetabuli of the pelvic region and thigh",201,74126,0,0
74127201,284,"condition_era any time prior through 0 days relative to index: Contracture of elbow joint",201,74127,0,0
74129201,285,"condition_era any time prior through 0 days relative to index: Allergic arthritis of the ankle and/or foot",201,74129,0,0
74130201,286,"condition_era any time prior through 0 days relative to index: Thoracic spondylosis without myelopathy",201,74130,0,0
74132201,287,"condition_era any time prior through 0 days relative to index: Degeneration of lumbosacral intervertebral disc",201,74132,0.00195760227308976,1
